start_date,end_date,symbol,name,holding_days,period_return,contribution_to_total_return,max_drawdown_during_holding
2018-10-05,2018-10-08,511880,银华日利ETF,2,0.0,0.0,-0.13490503903935147
2018-10-09,2018-10-11,399439.SZ,国证石油天然气指数,3,-0.023344999676358502,-0.08653599834281023,-0.1551006806229971
2018-10-12,2018-10-31,159934,黄金ETF易方达,14,0.01999196321597263,0.0723768300646066,-0.14547617220354436
2018-11-01,2018-11-01,511880,银华日利ETF,1,7.720263638777425e-05,0.00028508409943039936,-0.13814295200900184
2018-11-02,2018-11-06,159934,黄金ETF易方达,3,-7.324867835867277e-05,-0.0002705043069708424,-0.13976250646326782
2018-11-07,2018-11-12,511880,银华日利ETF,4,0.00041704909850071026,0.001540032072181674,-0.13814735933716427
2018-11-13,2018-11-21,980080.CN,国证成长100指数,7,-0.014279931214703834,-0.05275331776340453,-0.15015816174925656
2018-11-22,2018-11-22,980081.CNI,国证价值100指数,1,-0.00452308228446352,-0.016470688367697495,-0.1540020663124444
2018-11-23,2018-11-23,980080.CN,国证成长100指数,1,-0.030869225761223085,-0.1119010580943045,-0.18011736752097374
2018-11-26,2018-12-03,511880,银华日利ETF,6,0.0005804710834391713,0.0020392545060645695,-0.18006964126481884
2018-12-04,2018-12-04,159934,黄金ETF易方达,1,-0.00077538009495004,-0.0027255710698042,-0.18027753905189314
2018-12-05,2018-12-06,511880,银华日利ETF,2,0.00014502229410529033,0.0005093786756735774,-0.18022179398612614
2018-12-07,2019-01-10,159934,黄金ETF易方达,24,0.030220671347601202,0.10616297365301985,-0.17868010668927514
2019-01-11,2019-01-11,511880,银华日利ETF,1,0.00021977196003897248,0.0007953742157615906,-0.15519688211530647
2019-01-14,2019-01-14,159934,黄金ETF易方达,1,0.001002954364257791,0.0036305785239885147,-0.15434958314128533
2019-01-15,2019-01-15,511880,银华日利ETF,1,8.00424715154957e-05,0.0002900350678709529,-0.15428189519188185
2019-01-16,2019-01-21,NDX,纳指ETF国泰,4,0.017237781690799148,0.06246635398932243,-0.15441884044522358
2019-01-22,2019-01-22,980081.CNI,国证价值100指数,1,-0.013262850420592498,-0.04889046135309538,-0.1511135737174688
2019-01-23,2019-01-31,NDX,纳指ETF国泰,7,0.039120976240919036,0.14229787901889557,-0.15290387231683322
2019-02-01,2019-02-04,980081.CNI,国证价值100指数,2,0.010779818586707623,0.040744248040805786,-0.10839547646779413
2019-02-05,2019-02-11,NDX,纳指ETF国泰,5,-0.007295562314537429,-0.027872131884249196,-0.11543829898670199
2019-02-12,2019-02-22,980081.CNI,国证价值100指数,9,0.0320354819857509,0.12149618544235885,-0.11525814243688581
2019-02-25,2019-03-26,980080.CN,国证成长100指数,22,0.14309755580360428,0.5600905239024256,-0.04974405122187042
2019-03-27,2019-03-27,980081.CNI,国证价值100指数,1,0.011149034513806999,0.049882310938946794,-0.024001047372360307
2019-03-28,2019-03-31,980080.CN,国证成长100指数,3,0.02839155859651643,0.12844396726901142,-0.029660373902534842
2019-04-01,2019-04-01,511880,银华日利ETF,1,6.983722242748236e-05,0.0003249151322544108,0.0
