signal_date,rank,label,symbol,name,score_25,annualized_return_25,r_squared_25,return_10d,is_selected
2014-02-14,4,纳指ETF国泰,NDX,纳指ETF国泰,0.0019484533935007332,0.09834952730196056,0.019811517624466424,0.040307560657469876,False
2014-02-14,5,国证石油天然气指数,399439.SZ,国证石油天然气指数,0.0001644052007073373,0.04345305001208799,0.003783513485511425,0.04025392193014432,False
2014-02-17,1,国证成长100指数,980080.CN,国证成长100指数,3.138472734710447,3.5106663040486117,0.8939820714634884,0.07705190556487818,True
2014-02-17,2,国证价值100指数,980081.CNI,国证价值100指数,1.127311951879127,1.3682655927610399,0.8238984871382393,0.04067468303507926,False
2014-02-17,3,黄金ETF易方达,159934,黄金ETF易方达,0.4388586661455006,0.6558454330342973,0.669149534388159,0.04727354164106745,False
2014-02-17,4,国证石油天然气指数,399439.SZ,国证石油天然气指数,0.022053020673686818,0.2522480712919677,0.08742592385636627,0.05845305546359847,False
2014-02-18,1,国证成长100指数,980080.CN,国证成长100指数,3.378918218882288,3.7081219519050377,0.9112208990716656,0.06721966729447115,True
2014-02-18,2,国证价值100指数,980081.CNI,国证价值100指数,1.286026216862058,1.490173292492865,0.8630044729299264,0.03624168572629749,False
2014-02-18,3,黄金ETF易方达,159934,黄金ETF易方达,0.5866701653817675,0.7924224562318847,0.740350252277671,0.0478377695611234,False
2014-02-18,4,国证石油天然气指数,399439.SZ,国证石油天然气指数,0.08598696144537238,0.4127273940233782,0.20833839161279855,0.04548588206243376,False
2014-02-18,5,纳指ETF国泰,NDX,纳指ETF国泰,0.015026051939202282,0.20848874151830765,0.07207128706219768,0.06944565066376951,False
2014-02-19,1,国证成长100指数,980080.CN,国证成长100指数,3.6569201740570354,3.92706595488513,0.9312092580232724,0.05685257304622171,True
2014-02-19,2,国证价值100指数,980081.CNI,国证价值100指数,1.4494490711937724,1.6256894690202128,0.8915903675425426,0.045179584794447836,False
2014-02-19,3,黄金ETF易方达,159934,黄金ETF易方达,0.6602520757748604,0.8645092387617781,0.7637305030083059,0.048605696223384065,False
2014-02-19,4,国证石油天然气指数,399439.SZ,国证石油天然气指数,0.2778814589788103,0.712347048432802,0.39009280601381435,0.08193109718066194,False
2014-02-19,5,纳指ETF国泰,NDX,纳指ETF国泰,0.025451420833933477,0.25430646891669784,0.10008168861119493,0.05263266943384304,False
2014-02-20,1,国证成长100指数,980080.CN,国证成长100指数,3.4992344018760577,3.787330218970566,0.9239316879073682,0.0556444220468717,True
2014-02-20,2,国证价值100指数,980081.CNI,国证价值100指数,1.4541398290017231,1.6246747784341564,0.8950344083036773,0.05072083458462573,False
2014-02-20,3,国证石油天然气指数,399439.SZ,国证石油天然气指数,0.7163964501439116,1.3916251111518863,0.5147912641148956,0.15122077561853509,False
2014-02-20,4,黄金ETF易方达,159934,黄金ETF易方达,0.6967130420691997,0.8950673826810327,0.7783917228469504,0.04373068294058835,False
2014-02-20,5,纳指ETF国泰,NDX,纳指ETF国泰,0.0609661487012806,0.35705606461945827,0.17074671106974992,0.06281802838918726,False
2014-02-21,1,国证成长100指数,980080.CN,国证成长100指数,3.047214434499377,3.3949938758566764,0.8975610990551367,0.031067098808948534,True
2014-02-21,2,国证价值100指数,980081.CNI,国证价值100指数,1.2375943846827204,1.4559688400029493,0.8500143345651638,0.02675078276082421,False
2014-02-21,3,国证石油天然气指数,399439.SZ,国证石油天然气指数,1.1330588494586524,1.814223181528119,0.6245421517016874,0.10300175394463218,False
2014-02-21,4,黄金ETF易方达,159934,黄金ETF易方达,0.7661283954200471,0.9573970053066181,0.8002201711239791,0.04320807489980072,False
2014-02-21,5,纳指ETF国泰,NDX,纳指ETF国泰,0.12139917869380744,0.4665638562935739,0.26019842097974255,0.0471752045066558,False
2014-02-24,1,国证石油天然气指数,399439.SZ,国证石油天然气指数,1.2569536424728824,1.9189228448802949,0.6550308397372241,0.06244101054176188,True
2014-02-24,2,黄金ETF易方达,159934,黄金ETF易方达,0.9098899182175729,1.0731008288179908,0.8479071991956311,0.03921485896289867,False
2014-02-24,3,纳指ETF国泰,NDX,纳指ETF国泰,0.22363136775549283,0.6024726231579172,0.3711892609880062,0.03478476533053243,False
2014-02-25,1,国证石油天然气指数,399439.SZ,国证石油天然气指数,1.2342726384540796,1.885890703645468,0.6544772907932594,0.016681268851123754,True
2014-02-25,2,黄金ETF易方达,159934,黄金ETF易方达,1.0698731051646886,1.206413556235678,0.886821189661503,0.04203202840368969,False
2014-02-25,3,纳指ETF国泰,NDX,纳指ETF国泰,0.32500147925537826,0.7081318695575709,0.4589561538282888,0.027087330453634095,False
2014-02-26,1,国证石油天然气指数,399439.SZ,国证石油天然气指数,1.356005744833179,1.987944855640737,0.6821143659923721,0.03016152472005129,True
2014-02-26,2,黄金ETF易方达,159934,黄金ETF易方达,1.210650503362278,1.3443325574157172,0.9005587915609041,0.050835957378359664,False
2014-02-26,3,纳指ETF国泰,NDX,纳指ETF国泰,0.46642437755567706,0.8259003568158325,0.5647465504845217,0.015153329123545944,False
2014-02-27,1,国证石油天然气指数,399439.SZ,国证石油天然气指数,1.733002734434234,2.382869532539288,0.7272755435281729,0.08128218955619304,True
2014-02-27,2,黄金ETF易方达,159934,黄金ETF易方达,1.2294731703065076,1.3552803730000829,0.90717256355223,0.03593848085373508,False
2014-02-27,3,纳指ETF国泰,NDX,纳指ETF国泰,0.6785608567733881,0.9809782940394709,0.691718523127776,0.019970418707533355,False
2014-02-28,1,国证石油天然气指数,399439.SZ,国证石油天然气指数,2.0425748073782977,2.6671368665886224,0.7658305177232373,0.06206139445198233,True
2014-02-28,2,黄金ETF易方达,159934,黄金ETF易方达,1.2691420163771017,1.3829788821115439,0.9176871988380364,0.02243116481184626,False
2014-02-28,3,纳指ETF国泰,NDX,纳指ETF国泰,0.8772981367187878,1.1073538771822689,0.792247315692006,0.00998480664383683,False
2014-03-03,1,国证石油天然气指数,399439.SZ,国证石油天然气指数,2.3284086401342425,2.9497719540888823,0.789352084287965,0.06918747786642632,True
2014-03-03,2,黄金ETF易方达,159934,黄金ETF易方达,1.400131181659315,1.491793215420604,0.9385558046425051,0.02332110206329352,False
2014-03-03,3,纳指ETF国泰,NDX,纳指ETF国泰,0.8699480682211828,1.0945595855259653,0.7947927912971036,0.0012255314373159631,False
2014-03-04,1,国证石油天然气指数,399439.SZ,国证石油天然气指数,2.5006884251028385,3.098663234051724,0.8070216852294109,0.07729262137781734,True
2014-03-04,2,黄金ETF易方达,159934,黄金ETF易方达,1.3951581117523886,1.4842303674219388,0.9399875803482811,0.022089807680212736,False
2014-03-04,3,纳指ETF国泰,NDX,纳指ETF国泰,0.8984490891889878,1.112879670454106,0.8073191675991164,0.011007139991986215,False
2014-03-05,1,国证石油天然气指数,399439.SZ,国证石油天然气指数,2.500183898743979,3.0796745496790443,0.8118338020504607,0.025227764803224195,True
2014-03-05,2,黄金ETF易方达,159934,黄金ETF易方达,1.275072376736714,1.3844902546970732,0.9209688348551793,0.01760933832875522,False
2014-03-05,3,纳指ETF国泰,NDX,纳指ETF国泰,0.9059508487859025,1.1138646942257142,0.8133401242380343,0.02035117729030267,False
2014-03-06,1,黄金ETF易方达,159934,黄金ETF易方达,1.1177532486938033,1.2487479159914745,0.895099190460979,0.02019004983770989,True
2014-03-06,2,纳指ETF国泰,NDX,纳指ETF国泰,0.8291847866394646,1.0383418195808733,0.798566301580885,0.013344481331193148,False
2014-03-07,1,国证石油天然气指数,399439.SZ,国证石油天然气指数,2.6547477271461455,3.193119536009159,0.8313962873009495,0.036688486725178215,True
2014-03-07,2,黄金ETF易方达,159934,黄金ETF易方达,1.0725434008137746,1.2069731249363294,0.8886224379439714,0.02186912289254006,False
2014-03-07,3,纳指ETF国泰,NDX,纳指ETF国泰,0.7664789105000193,0.9843863651402958,0.7786362526372254,0.01113957267679866,False
2014-03-10,1,国证石油天然气指数,399439.SZ,国证石油天然气指数,2.1936835442452547,2.7916714806037866,0.7857957354533714,0.027225290174875072,True
2014-03-10,2,黄金ETF易方达,159934,黄金ETF易方达,0.9220417767956346,1.090616679962487,0.8454315743890413,0.006732169193669479,False
2014-03-10,3,纳指ETF国泰,NDX,纳指ETF国泰,0.6813891419422391,0.9098885975695135,0.7488709538314469,0.005570010240082635,False
2014-03-11,1,国证石油天然气指数,399439.SZ,国证石油天然气指数,1.6979707546627831,2.3432760275573603,0.7246140594169583,0.04173089762613302,True
2014-03-11,2,黄金ETF易方达,159934,黄金ETF易方达,0.8025921530080223,0.9779223029912312,0.8207115744810035,0.007104214523463437,False
2014-03-11,3,纳指ETF国泰,NDX,纳指ETF国泰,0.5060535040088642,0.7266706509448959,0.6964000862713233,0.003359779822452502,False
2014-03-12,1,黄金ETF易方达,159934,黄金ETF易方达,0.7476483126127836,0.9104274571628681,0.821205804735561,0.007331740135595011,True
2014-03-12,2,纳指ETF国泰,NDX,纳指ETF国泰,0.3914996443284754,0.5935070315131294,0.6596377524464336,0.008284828148701795,False
2014-03-13,1,黄金ETF易方达,159934,黄金ETF易方达,0.7255560313120402,0.8722554827189613,0.8318159595286977,0.030474396407094373,True
2014-03-14,1,黄金ETF易方达,159934,黄金ETF易方达,0.6968045604960185,0.8303112283338892,0.8392088854371312,0.025105574344099768,True
2014-03-17,1,黄金ETF易方达,159934,黄金ETF易方达,0.7219097294605862,0.8609378733098543,0.8385154746244606,0.0254266986345828,True
2014-03-18,1,黄金ETF易方达,159934,黄金ETF易方达,0.660450010371321,0.7971391721787682,0.8285253484233579,0.018155306042725083,True
2014-03-19,1,黄金ETF易方达,159934,黄金ETF易方达,0.5700544067025082,0.7088172439844787,0.8042332654014706,0.018296391246175547,True
2014-03-20,1,黄金ETF易方达,159934,黄金ETF易方达,0.40568883608131473,0.5659541886675201,0.7168227467959317,0.00827543988722712,True
2014-03-24,1,黄金ETF易方达,159934,黄金ETF易方达,0.1892040833375652,0.3928101971227784,0.4816679524193379,0.004049805669352757,True
2014-03-26,1,国证价值100指数,980081.CNI,国证价值100指数,0.002215046023651349,0.10506255050848123,0.02108311679976338,0.04025420940516078,True
2014-03-27,1,国证价值100指数,980081.CNI,国证价值100指数,0.042279089733683994,0.27027385247218216,0.15643055866099942,0.020682099577966184,True
2014-03-28,1,国证价值100指数,980081.CNI,国证价值100指数,0.15697568129837458,0.4141747782426788,0.3790083065038724,0.026726808837584715,True
2014-03-31,1,国证价值100指数,980081.CNI,国证价值100指数,0.2227862691069728,0.47742754781222496,0.4666389070506588,0.013152820924451358,True
2014-04-01,1,国证价值100指数,980081.CNI,国证价值100指数,0.26885607983214355,0.5320622663709105,0.505309428661342,0.027697127955088163,True
2014-04-02,1,国证价值100指数,980081.CNI,国证价值100指数,0.3524762726737735,0.6367837229715294,0.5535258832134639,0.044996926439450746,True
2014-04-03,1,国证价值100指数,980081.CNI,国证价值100指数,0.3711104905805457,0.6522682745680441,0.5689537649616772,0.051364340179697265,True
2014-04-04,1,国证价值100指数,980081.CNI,国证价值100指数,0.44468001208092106,0.7218233976713444,0.6160509807738176,0.02605847858125432,True
2014-04-08,1,国证价值100指数,980081.CNI,国证价值100指数,0.6401020467495724,0.9012210110109731,0.7102609004105638,0.028212404302750738,True
2014-04-09,1,国证价值100指数,980081.CNI,国证价值100指数,0.8220770170658183,1.0535344120829317,0.7803039062013157,0.02651722496795106,True
2014-04-10,1,国证价值100指数,980081.CNI,国证价值100指数,0.9978865496397479,1.2178407257742458,0.8193900306670551,0.04417429276088103,True
2014-04-11,1,国证价值100指数,980081.CNI,国证价值100指数,1.2731825090894235,1.467885285484026,0.8673583158574953,0.062200286538376615,True
2014-04-14,1,国证价值100指数,980081.CNI,国证价值100指数,1.5151906326105773,1.6671962637174604,0.9088255927541813,0.060472281507775616,True
2014-04-14,2,国证石油天然气指数,399439.SZ,国证石油天然气指数,0.0002968232375497642,0.043163758094934446,0.006876677348087501,0.04770243297374388,False
2014-04-15,1,国证价值100指数,980081.CNI,国证价值100指数,1.3540038004686554,1.521400574779015,0.8899719264700068,0.03826336854862,True
2014-04-15,2,国证石油天然气指数,399439.SZ,国证石油天然气指数,0.01015678005852362,0.13747340679724207,0.07388178044866334,0.022632345538273757,False
2014-04-16,1,国证价值100指数,980081.CNI,国证价值100指数,1.227371301609577,1.4104210524595606,0.8702162375336269,0.024306006712911277,True
2014-04-16,2,国证石油天然气指数,399439.SZ,国证石油天然气指数,0.06177526355293655,0.25022410438380516,0.24687974687755432,0.02533293777901857,False
2014-04-17,1,国证价值100指数,980081.CNI,国证价值100指数,1.0732254842557962,1.2772959804595256,0.84023241337508,0.010223377102968723,True
2014-04-17,2,国证石油天然气指数,399439.SZ,国证石油天然气指数,0.09730430508958825,0.297097385338964,0.32751653124975144,0.021753168357496966,False
2014-04-18,1,国证价值100指数,980081.CNI,国证价值100指数,0.9496589314609649,1.1756715972375087,0.8077586748649803,0.020749315309253502,True
2014-04-18,2,国证石油天然气指数,399439.SZ,国证石油天然气指数,0.15302192105966603,0.35980568591483264,0.42529044717733255,0.02574309626436011,False
2014-04-21,1,国证石油天然气指数,399439.SZ,国证石油天然气指数,0.1167062227654156,0.31687421581105846,0.3683045730517993,0.016484829784123578,True
2014-04-22,1,国证石油天然气指数,399439.SZ,国证石油天然气指数,0.1259023174520784,0.32445301695343454,0.3880448350712913,0.009522296934900476,True
2014-04-30,1,黄金ETF易方达,159934,黄金ETF易方达,6.718278325766525e-07,0.0033739548099036565,0.00019912176375469492,0.0005414447455636129,True
2014-05-05,1,黄金ETF易方达,159934,黄金ETF易方达,0.0020766479381210817,0.05550490821992571,0.037413771227092774,0.013702976712276493,True
2014-05-05,2,纳指ETF国泰,NDX,纳指ETF国泰,0.00026967664920579215,0.04111931514760925,0.006558393500419757,0.0126808348551255,False
2014-05-06,1,黄金ETF易方达,159934,黄金ETF易方达,0.007688967001870387,0.08915675134211298,0.08624099561867415,0.01416727483369895,True
2014-05-07,1,黄金ETF易方达,159934,黄金ETF易方达,0.013372168784483966,0.10942534911526658,0.12220357433265283,0.02003969776004899,True
2014-05-08,1,黄金ETF易方达,159934,黄金ETF易方达,0.004798777912607818,0.07582691537188913,0.06328594390359232,0.0022188988642715124,True
2014-05-09,1,纳指ETF国泰,NDX,纳指ETF国泰,0.04687371854091432,0.2004124229454043,0.23388629233669567,0.006396054275394025,True
2014-05-09,2,黄金ETF易方达,159934,黄金ETF易方达,0.0005393714526601155,0.03501502339714957,0.015404000921045324,0.005307855626327074,False
2014-05-12,1,纳指ETF国泰,NDX,纳指ETF国泰,0.07609739455224619,0.24621543851851846,0.3090683306056079,0.019097467577802618,True
2014-05-13,1,纳指ETF国泰,NDX,纳指ETF国泰,0.08904083040292056,0.2632686618585123,0.33821279667070103,0.010391719059090754,True
2014-05-14,1,纳指ETF国泰,NDX,纳指ETF国泰,0.10125129701745757,0.2754134543064257,0.36763380813199165,0.0031348233678203385,True
2014-05-19,1,纳指ETF国泰,NDX,纳指ETF国泰,0.08826125391500664,0.22662816590462187,0.3894540361419685,0.0029208701330378783,True
2014-05-20,1,纳指ETF国泰,NDX,纳指ETF国泰,0.0654982120469179,0.1871650904345339,0.34994887077955217,0.012315756827833146,True
2014-05-21,1,纳指ETF国泰,NDX,纳指ETF国泰,0.06638344544860642,0.1843245247181784,0.3601444004811779,0.025134013426860946,True
2014-05-22,1,纳指ETF国泰,NDX,纳指ETF国泰,0.0868205849902024,0.2160517023227284,0.4018509646386108,0.031194096496859114,True
2014-05-22,2,黄金ETF易方达,159934,黄金ETF易方达,0.003734960551283063,0.050694777654543,0.07367544990008168,0.004584343627447751,False
2014-05-23,1,纳指ETF国泰,NDX,纳指ETF国泰,0.11793143738710946,0.2662195917238981,0.4429855692567458,0.03420765768071421,True
2014-05-23,2,黄金ETF易方达,159934,黄金ETF易方达,0.0036899525721626014,0.04986398139378023,0.07400035995968157,0.003805481112690856,False
2014-05-26,1,黄金ETF易方达,159934,黄金ETF易方达,0.0017628853531096288,0.03813449212090769,0.04622810623831819,0.0023294959557893513,True
2014-05-27,1,纳指ETF国泰,NDX,纳指ETF国泰,0.1841609422472834,0.3709425837672191,0.4964675135892501,0.03054316878722596,True
2014-05-28,1,纳指ETF国泰,NDX,纳指ETF国泰,0.2825997520048288,0.47610802315527323,0.5935622553301616,0.028005389670418657,True
2014-05-29,1,纳指ETF国泰,NDX,纳指ETF国泰,0.36950101476293146,0.5747963514965653,0.6428381352819694,0.03964991015095265,True
2014-05-29,2,国证石油天然气指数,399439.SZ,国证石油天然气指数,1.2123523202538049e-05,0.011282495910314161,0.0010745426631579846,0.02848736646856742,False
2014-05-30,1,纳指ETF国泰,NDX,纳指ETF国泰,0.4976884529703551,0.6899986824149025,0.721288990333304,0.048146429150543346,True
2014-05-30,2,国证石油天然气指数,399439.SZ,国证石油天然气指数,0.012265307346566428,0.16212273217512596,0.07565445747186994,0.026448303550434815,False
2014-05-30,3,国证成长100指数,980080.CN,国证成长100指数,0.00011175211043448523,0.0330734072533172,0.003378911328323353,0.0410219359421915,False
2014-06-02,1,纳指ETF国泰,NDX,纳指ETF国泰,0.545703240676014,0.7344132729321946,0.7430465390382406,0.04063393193408005,True
2014-06-03,1,纳指ETF国泰,NDX,纳指ETF国泰,0.5849798567815113,0.766618982164085,0.7630646649658668,0.031654321204819036,True
2014-06-03,2,国证石油天然气指数,399439.SZ,国证石油天然气指数,0.11319280387221106,0.3473377068325707,0.3258868865820378,0.043465804549689846,False
2014-06-03,3,国证成长100指数,980080.CN,国证成长100指数,0.00516390006743292,0.12065887735756098,0.04279751461743009,0.04174168734503447,False
2014-06-03,4,国证价值100指数,980081.CNI,国证价值100指数,4.137148716288881e-06,0.005024996580417218,0.0008233137376474353,0.02269987992006639,False
2014-06-04,1,纳指ETF国泰,NDX,纳指ETF国泰,0.659639707461122,0.8259978157287473,0.7985973992911183,0.039796571967509076,True
2014-06-04,2,国证石油天然气指数,399439.SZ,国证石油天然气指数,0.3513273846112875,0.5394894532844234,0.6512219700911644,0.04083012561208066,False
2014-06-04,3,国证成长100指数,980080.CN,国证成长100指数,0.010241550122500973,0.15138305757243864,0.06765321223347776,0.029168091271064345,False
2014-06-04,4,国证价值100指数,980081.CNI,国证价值100指数,3.1881787273225556e-05,0.014502092718611248,0.0021984266610232117,0.012762176610737308,False
2014-06-05,1,纳指ETF国泰,NDX,纳指ETF国泰,0.7723082221058472,0.9222839381168113,0.8373866118527491,0.03887652859144608,True
2014-06-05,2,国证石油天然气指数,399439.SZ,国证石油天然气指数,0.4425984494584045,0.6102413563787263,0.7252842581578824,0.023104092213018346,False
2014-06-05,3,国证成长100指数,980080.CN,国证成长100指数,0.014690993822651086,0.1725252812864364,0.0851527017554039,0.03652977453922279,False
2014-06-05,4,国证价值100指数,980081.CNI,国证价值100指数,0.0005461694641069757,0.038481445628710365,0.014193059932745555,0.015213535089906971,False
2014-06-06,1,纳指ETF国泰,NDX,纳指ETF国泰,0.9109322761008825,1.0366694898397006,0.878710413520262,0.039363327014365845,True
2014-06-06,2,国证石油天然气指数,399439.SZ,国证石油天然气指数,0.4559176117894213,0.6156768751599178,0.7405144324626451,0.011876425769245191,False
2014-06-06,3,国证成长100指数,980080.CN,国证成长100指数,0.029950245753932778,0.22436501528963926,0.13348892970354198,0.02988426916073017,False
2014-06-06,4,国证价值100指数,980081.CNI,国证价值100指数,0.001869011596534928,0.05616165016278307,0.03327914317185565,0.0062051421041238175,False
2014-06-09,1,纳指ETF国泰,NDX,纳指ETF国泰,1.020493310536339,1.122734190130764,0.9089358100134841,0.032200780669649376,True
2014-06-09,2,国证石油天然气指数,399439.SZ,国证石油天然气指数,0.405541732977363,0.5772797687689921,0.7025046691695983,0.003988947198275694,False
2014-06-09,3,国证成长100指数,980080.CN,国证成长100指数,0.047995905789356176,0.2629849942784839,0.1825043513263409,0.010880755581075707,False
2014-06-10,1,纳指ETF国泰,NDX,纳指ETF国泰,1.1424365143165802,1.2110451386377044,0.9433475911572532,0.02089404655582494,True
2014-06-10,2,国证石油天然气指数,399439.SZ,国证石油天然气指数,0.4129550538073249,0.5799358006115614,0.7120702901456509,0.016913282837156096,False
2014-06-10,3,国证成长100指数,980080.CN,国证成长100指数,0.12194471404525661,0.37327982441798047,0.3266844497566761,0.010441095870709738,False
2014-06-10,4,国证价值100指数,980081.CNI,国证价值100指数,0.02089862251898183,0.12706810699926674,0.16446788271664758,0.00815147970048713,False
2014-06-11,1,纳指ETF国泰,NDX,纳指ETF国泰,1.1464163352855234,1.2120265357370799,0.945867356434027,0.02305578729512825,True
2014-06-11,2,国证石油天然气指数,399439.SZ,国证石油天然气指数,0.39516511437040797,0.5627137564013234,0.702248896308444,0.012106395642133894,False
2014-06-11,3,国证成长100指数,980080.CN,国证成长100指数,0.26635754142364004,0.5123872812867472,0.519836364311663,0.02045858988804583,False
2014-06-11,4,国证价值100指数,980081.CNI,国证价值100指数,0.046495441949609854,0.17259534337529803,0.2693898980142724,0.011100915986457016,False
2014-06-12,1,纳指ETF国泰,NDX,纳指ETF国泰,1.0272172859606226,1.119138360038991,0.917864423774049,0.0075171566613245755,True
2014-06-12,2,国证石油天然气指数,399439.SZ,国证石油天然气指数,0.30533037984617234,0.4778521151931854,0.6389641693282739,0.001384690881916839,False
2014-06-13,1,纳指ETF国泰,NDX,纳指ETF国泰,0.9143180688114306,1.0228668600837838,0.8938778882097501,0.010367103302618252,True
